"area","year","est","lwr","upr","log_est","se"
"CA",1995,21736.4219166577,12047.2937015491,39218.1056960707,9.98674456187923,0.301102082447646
"CA",1998,12164.1462966824,6689.19051296416,22120.2333586287,9.40624807574585,0.305107611271678
"CA",2001,13181.6980501953,7172.32638008422,24226.0536231318,9.48658463512936,0.310515549621983
"CA",2004,59063.3180918211,32655.1807953339,106827.629155681,10.9863653354303,0.302355829624864
"North of Cape Mendocino",1980,1672.46045621861,540.679468576874,5173.34972044952,7.42205114820635,0.576145548274143
"North of Cape Mendocino",1983,687.901384539626,256.520494317318,1844.71933172782,6.53364549123473,0.503293396064437
"North of Cape Mendocino",1986,1279.16403276836,489.248514438461,3344.43656840991,7.15396204415163,0.490361803516198
"North of Cape Mendocino",1989,3345.6539959417,1504.2117033661,7441.37320266307,8.11541746793369,0.407861174704424
"North of Cape Mendocino",1992,370.197401329634,152.926204638706,896.158485558379,5.91403638047574,0.45106997120081
"North of Cape Mendocino",1995,727.349240477425,307.889873269106,1718.26670362975,6.58940674798634,0.438612438826711
"North of Cape Mendocino",1998,371.482468381104,156.911598952939,879.471149585999,5.91750167160713,0.43971169655709
"North of Cape Mendocino",2001,395.830604681481,164.701381224976,951.308765216031,5.98098635378067,0.447381858667018
"North of Cape Mendocino",2004,2621.65784986987,1178.00261218425,5834.52855765765,7.87156216376834,0.408163919539117
"South of Cape Mendocino",1980,50996.2427784433,20341.6035427648,127847.186287481,10.8395072379817,0.468928889421173
"South of Cape Mendocino",1983,20378.6096732778,9109.79966360992,45586.922605414,9.92224108429642,0.41079075506346
"South of Cape Mendocino",1986,30301.7594375142,14636.7079127506,62732.4553091002,10.3189610570563,0.37126864060531
"South of Cape Mendocino",1989,68845.062084366,39344.1123528722,120466.374508363,11.1396137816773,0.28547063414644
"South of Cape Mendocino",1992,9886.50097899744,5277.67283141511,18520.0759368613,9.19892556818454,0.320253354255899
"South of Cape Mendocino",1995,21259.363738076,11768.6569719933,38403.7488409583,9.9645527237941,0.301718623784814
"South of Cape Mendocino",1998,11918.1559051035,6546.72953447629,21696.7020602167,9.38581822270345,0.305667517979362
"South of Cape Mendocino",2001,12919.1548750018,7021.89889151314,23769.1492376811,9.46646636304556,0.311065616534813
"South of Cape Mendocino",2004,57407.3783871476,31655.1145759969,104109.782492593,10.9579281173768,0.303716348656223
"North of Monterey Bay",1980,45177.7379302114,18023.1036971441,113245.090234612,10.7183597208228,0.468860640039557
"North of Monterey Bay",1983,18074.0984294826,8073.05267420102,40464.6231384781,9.8022351663629,0.411205618373338
"North of Monterey Bay",1986,27129.0153136208,13067.8594544713,56320.1245353803,10.2083591098826,0.37268444620366
"North of Monterey Bay",1989,62050.1123190804,34887.6715235015,110360.372896106,11.0356976007694,0.293785401672881
"North of Monterey Bay",1992,8805.53709199396,4647.26788785049,16684.5306424427,9.08313601759285,0.326078054356216
"North of Monterey Bay",1995,18865.361815616,10257.1051420056,34698.082110574,9.84508281141492,0.31090208147213
"North of Monterey Bay",1998,10537.3525997864,5679.90316961178,19548.8895666885,9.2626816140544,0.315307911248736
"North of Monterey Bay",2001,11414.7683238876,6077.47394612157,21439.3244698613,9.34266326299689,0.321597156237445
"North of Monterey Bay",2004,51584.1392660477,28046.07298632,94876.8629788891,10.8509695256542,0.310906542058249
"South of Monterey Bay",1980,7490.96530445035,2625.54072816379,21372.5731200991,8.92145294730591,0.534913299469709
"South of Monterey Bay",1983,2992.41262833479,1172.61706560345,7636.36621100118,8.00383524012529,0.477989345440193
"South of Monterey Bay",1986,4451.90815666193,1873.40190394391,10579.4096790597,8.40108808250203,0.441628944333202
"South of Monterey Bay",1989,10140.6037612273,5238.1584811214,19631.2969553764,9.22430281789994,0.33703554884866
"South of Monterey Bay",1992,1451.16128833313,687.872396913693,3061.42402894079,7.28011940338016,0.380882535668536
"South of Monterey Bay",1995,3121.3511629374,1564.88175206199,6225.92286575833,8.04602125210197,0.352279794535226
"South of Monterey Bay",1998,1752.28577369818,875.125264712313,3508.64676923071,7.46867637103631,0.354245966114925
"South of Monterey Bay",2001,1900.21715579566,948.116164003771,3808.42071495974,7.54972345114767,0.354724079633407
"South of Monterey Bay",2004,8444.89697096969,4228.30847469572,16866.3864704018,9.04131762916389,0.352945426719732
